-2018-10-21 09:24:54.321,373,8,840F,8410,8412,8415,8423,8428,8429,8430,0,-1796.41,543.14,754.21,175.42,-428.23,-615.37,2328.29,-97.8,-88.8,-104.4,-96.8,-97.6,-90.2,-91,-104.8,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-2018-10-21 09:24:54.555,8,8,840F,8410,8415,8423,8429,842E,8430,8432,0,-1817.51,748.11,143.99,-637.42,1355.98,2383.64,-64.73,-98.8,-88.2,-104.4,-101.4,-91.2,-104.8,-102.4,-94.8,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-2018-10-21 09:24:54.555,373,10,840F,8410,8415,841A,8423,8428,8429,842E,8430,8432,0,-1801.1,809.56,3256.98,227.48,-441.83,-614.91,1406.17,2407.56,310.97,-100.4,-88.8,-98.2,-101.2,-95.2,-90.2,-91.0,-96.6,-102.4,-98.2,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-2018-10-21 09:24:54.852,8,7,840F,8412,8415,8423,8429,8430,8432,0,621,926.81,162.76,-635.07,2184.3,458.72,-100.2,-104.8,-103,-102.4,-90.8,-104.8,-95.4,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-2018-10-21 09:24:54.852,373,9,840F,8412,8415,841A,8423,8428,8429,8430,8432,0,966.68,864.9,2980.25,188.55,-433.86,-615.37,2361.13,555.81,-99,-104.4,-93,-106,-90.6,-89.0,-89.8,-103.0,-96.6,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-2018-10-21 09:24:55.180,8,3,840F,8423,8430,0,171.67,3166.46,-101,-98.8,-102.8,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-2018-10-21 09:24:55.180,373,4,840F,8412,8423,8430,0,489.67,168.38,2358.78,-99.4,-105.6,-98.6,-104.4,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-2018-10-21 09:24:56.507,8,7,840F,8410,8415,8423,8429,842E,8430,0,-1571.27,837.7,177.76,-624.76,1921.17,2357.84,-100.4,-88,-100.8,-99.4,-89.4,-102.6,-102,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-2018-10-21 09:24:56.507,373,10,840F,8410,8412,8415,8423,8428,8429,842E,8430,8432,0,-1661.32,78.33,734.04,177.76,-453.09,-634.61,1300.17,2301.09,600.83,-95.6,-90.2,-104.8,-94.2,-95.0,-89.8,-91.2,-100.8,-103.6,-101.8,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-2018-10-21 09:24:56.726,8,7,840F,8410,8415,841A,8423,8429,8430,0,-1821.73,738.73,2253.25,152.91,-644.46,1803.91,-101.4,-87.6,-103.8,-103.6,-98.4,-91.4,-101.4,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-2018-10-21 09:24:56.726,373,9,840F,8410,8412,8415,8423,8428,8429,8430,8432,0,-1768.26,5.63,734.98,168.85,-447.46,-637.89,2182.89,629.91,-96.2,-91.8,-102.4,-92.8,-97.6,-91.8,-88.6,-98.4,-103.8,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-2018-10-21 09:24:58.523,8,8,842E,840F,8410,8415,8423,8429,8430,8432,0,-1632.24,-2930.53,-814.71,-1279.53,-2446.49,4030.42,-1080.66,-102.8,-100.2,-88.2,-101.4,-95.6,-89.6,-96.4,-94.8,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-2018-10-21 09:24:58.523,373,10,842E,840F,8410,8412,8415,8423,8428,8429,8430,8432,0,-1429.15,-2812.34,131.8,-769.69,-1032.35,-3652.85,-2236.36,1232.16,-789.39,-100,-97.6,-87.6,-105.2,-97.6,-94.6,-88.0,-90.4,-101.0,-95.6,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-2018-10-21 09:24:58.726,8,7,842E,840F,8410,8415,8423,8429,8430,0,-1588.62,-3104.08,-751.4,-1243.88,-2414.13,1287.97,-102.6,-100,-88,-101.2,-96,-89,-103.6,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-2018-10-21 09:24:58.726,373,10,842E,840F,8410,8412,8415,8423,8428,8429,8430,8432,0,-2399.12,-3960.07,-800.17,-1657.57,-2085.8,-4551.99,-3281.37,119.6,-1855.51,-100.8,-99.6,-87.8,-103.6,-96.8,-93.0,-89.2,-90.8,-99.2,-100.8,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
